termo,termo_normalizado,codigo_cnae,descricao,relevancia,categoria,secao,divisao,grupo,classe,subclasse,origem,tipo
Material,material,1533500,Fabricação de calçados de material sintético,85,material,C,15,153,1533,1533500,classificação semântica,atividade
Material,material,1533500,Fabricação de calçados de material sintético,85,material,C,15,153,1533,1533500,classificação semântica,atividade
Sintético,sintético,1533500,Fabricação de calçados de material sintético,85,sintético,C,15,153,1533,1533500,classificação semântica,atividade
Sintetico,sintetico,1533500,Fabricação de calçados de material sintético,85,sintético,C,15,153,1533,1533500,classificação semântica,atividade
Fabricação de calçados de material sintético,fabricação de calçados de material sintético,1533500,Fabricação de calçados de material sintético,90,descricao_completa,C,15,153,1533,1533500,classificação semântica,palavra_chave
Serrarias com desdobramento de madeira,serrarias com desdobramento de madeira,1610201,Serrarias com desdobramento de madeira,100,atividades,C,16,161,1610,1610201,descrição oficial,nome_oficial
Serrarias,serrarias,1610201,Serrarias com desdobramento de madeira,85,serrarias,C,16,161,1610,1610201,classificação semântica,atividade
Serrarias,serrarias,1610201,Serrarias com desdobramento de madeira,85,serrarias,C,16,161,1610,1610201,classificação semântica,atividade
Desdobramento,desdobramento,1610201,Serrarias com desdobramento de madeira,85,desdobramento,C,16,161,1610,1610201,classificação semântica,atividade
Desdobramento,desdobramento,1610201,Serrarias com desdobramento de madeira,85,desdobramento,C,16,161,1610,1610201,classificação semântica,atividade
Madeira,madeira,1610201,Serrarias com desdobramento de madeira,85,madeira,C,16,161,1610,1610201,classificação semântica,atividade
Madeira,madeira,1610201,Serrarias com desdobramento de madeira,85,madeira,C,16,161,1610,1610201,classificação semântica,atividade
Serrarias com desdobramento de madeira,serrarias com desdobramento de madeira,1610201,Serrarias com desdobramento de madeira,90,descricao_completa,C,16,161,1610,1610201,classificação semântica,palavra_chave
Serrarias sem desdobramento de madeira,serrarias sem desdobramento de madeira,1610202,Serrarias sem desdobramento de madeira,100,atividades,C,16,161,1610,1610202,descrição oficial,nome_oficial
Serrarias,serrarias,1610202,Serrarias sem desdobramento de madeira,85,serrarias,C,16,161,1610,1610202,classificação semântica,atividade
Serrarias,serrarias,1610202,Serrarias sem desdobramento de madeira,85,serrarias,C,16,161,1610,1610202,classificação semântica,atividade
Sem,sem,1610202,Serrarias sem desdobramento de madeira,85,sem,C,16,161,1610,1610202,classificação semântica,atividade
Sem,sem,1610202,Serrarias sem desdobramento de madeira,85,sem,C,16,161,1610,1610202,classificação semântica,atividade
Desdobramento,desdobramento,1610202,Serrarias sem desdobramento de madeira,85,desdobramento,C,16,161,1610,1610202,classificação semântica,atividade
Desdobramento,desdobramento,1610202,Serrarias sem desdobramento de madeira,85,desdobramento,C,16,161,1610,1610202,classificação semântica,atividade
Madeira,madeira,1610202,Serrarias sem desdobramento de madeira,85,madeira,C,16,161,1610,1610202,classificação semântica,atividade
Madeira,madeira,1610202,Serrarias sem desdobramento de madeira,85,madeira,C,16,161,1610,1610202,classificação semântica,atividade
Serrarias sem desdobramento de madeira,serrarias sem desdobramento de madeira,1610202,Serrarias sem desdobramento de madeira,90,descricao_completa,C,16,161,1610,1610202,classificação semântica,palavra_chave
Serrarias com desdobramento de madeira em bruto,serrarias com desdobramento de madeira em bruto,1610203,Serrarias com desdobramento de madeira em bruto,100,atividades,C,16,161,1610,1610203,descrição oficial,nome_oficial
Serrarias,serrarias,1610203,Serrarias com desdobramento de madeira em bruto,85,serrarias,C,16,161,1610,1610203,classificação semântica,atividade
Serrarias,serrarias,1610203,Serrarias com desdobramento de madeira em bruto,85,serrarias,C,16,161,1610,1610203,classificação semântica,atividade
Desdobramento,desdobramento,1610203,Serrarias com desdobramento de madeira em bruto,85,desdobramento,C,16,161,1610,1610203,classificação semântica,atividade
Desdobramento,desdobramento,1610203,Serrarias com desdobramento de madeira em bruto,85,desdobramento,C,16,161,1610,1610203,classificação semântica,atividade
Madeira,madeira,1610203,Serrarias com desdobramento de madeira em bruto,85,madeira,C,16,161,1610,1610203,classificação semântica,atividade
Madeira,madeira,1610203,Serrarias com desdobramento de madeira em bruto,85,madeira,C,16,161,1610,1610203,classificação semântica,atividade
Bruto,bruto,1610203,Serrarias com desdobramento de madeira em bruto,85,bruto,C,16,161,1610,1610203,classificação semântica,atividade
Bruto,bruto,1610203,Serrarias com desdobramento de madeira em bruto,85,bruto,C,16,161,1610,1610203,classificação semântica,atividade
Serrarias com desdobramento de madeira em bruto,serrarias com desdobramento de madeira em bruto,1610203,Serrarias com desdobramento de madeira em bruto,90,descricao_completa,C,16,161,1610,1610203,classificação semântica,palavra_chave
"Serrarias com desdobramento de madeira, exceto em bruto",serrarias com desdobramento de madeira exceto em bruto,1610204,"Serrarias com desdobramento de madeira, exceto em bruto",100,atividades,C,16,161,1610,1610204,descrição oficial,nome_oficial
Serrarias,serrarias,1610204,"Serrarias com desdobramento de madeira, exceto em bruto",85,serrarias,C,16,161,1610,1610204,classificação semântica,atividade
Serrarias,serrarias,1610204,"Serrarias com desdobramento de madeira, exceto em bruto",85,serrarias,C,16,161,1610,1610204,classificação semântica,atividade
Desdobramento,desdobramento,1610204,"Serrarias com desdobramento de madeira, exceto em bruto",85,desdobramento,C,16,161,1610,1610204,classificação semântica,atividade
Desdobramento,desdobramento,1610204,"Serrarias com desdobramento de madeira, exceto em bruto",85,desdobramento,C,16,161,1610,1610204,classificação semântica,atividade
Madeira,madeira,1610204,"Serrarias com desdobramento de madeira, exceto em bruto",85,madeira,C,16,161,1610,1610204,classificação semântica,atividade
Madeira,madeira,1610204,"Serrarias com desdobramento de madeira, exceto em bruto",85,madeira,C,16,161,1610,1610204,classificação semântica,atividade
Bruto,bruto,1610204,"Serrarias com desdobramento de madeira, exceto em bruto",85,bruto,C,16,161,1610,1610204,classificação semântica,atividade
Bruto,bruto,1610204,"Serrarias com desdobramento de madeira, exceto em bruto",85,bruto,C,16,161,1610,1610204,classificação semântica,atividade
"Serrarias com desdobramento de madeira, exceto em bruto",serrarias com desdobramento de madeira exceto em bruto,1610204,"Serrarias com desdobramento de madeira, exceto em bruto",90,descricao_completa,C,16,161,1610,1610204,classificação semântica,palavra_chave
Serviço de tratamento de madeira realizado sob contrato,serviço de tratamento de madeira realizado sob contrato,1610205,Serviço de tratamento de madeira realizado sob contrato,100,atividades,C,16,161,1610,1610205,descrição oficial,nome_oficial
Tratamento,tratamento,1610205,Serviço de tratamento de madeira realizado sob contrato,85,tratamento,C,16,161,1610,1610205,classificação semântica,atividade
Tratamento,tratamento,1610205,Serviço de tratamento de madeira realizado sob contrato,85,tratamento,C,16,161,1610,1610205,classificação semântica,atividade
Madeira,madeira,1610205,Serviço de tratamento de madeira realizado sob contrato,85,madeira,C,16,161,1610,1610205,classificação semântica,atividade
Madeira,madeira,1610205,Serviço de tratamento de madeira realizado sob contrato,85,madeira,C,16,161,1610,1610205,classificação semântica,atividade
Realizado,realizado,1610205,Serviço de tratamento de madeira realizado sob contrato,85,realizado,C,16,161,1610,1610205,classificação semântica,atividade
Realizado,realizado,1610205,Serviço de tratamento de madeira realizado sob contrato,85,realizado,C,16,161,1610,1610205,classificação semântica,atividade
Sob,sob,1610205,Serviço de tratamento de madeira realizado sob contrato,85,sob,C,16,161,1610,1610205,classificação semântica,atividade
Sob,sob,1610205,Serviço de tratamento de madeira realizado sob contrato,85,sob,C,16,161,1610,1610205,classificação semântica,atividade
Contrato,contrato,1610205,Serviço de tratamento de madeira realizado sob contrato,85,contrato,C,16,161,1610,1610205,classificação semântica,atividade
Contrato,contrato,1610205,Serviço de tratamento de madeira realizado sob contrato,85,contrato,C,16,161,1610,1610205,classificação semântica,atividade
Serviço de tratamento de madeira realizado sob contrato,serviço de tratamento de madeira realizado sob contrato,1610205,Serviço de tratamento de madeira realizado sob contrato,90,descricao_completa,C,16,161,1610,1610205,classificação semântica,palavra_chave
"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",fabricação de madeira laminada e de chapas de madeira compensada prensada e aglomerada,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",100,atividades,C,16,162,1621,1621800,descrição oficial,nome_oficial
Madeira,madeira,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",85,madeira,C,16,162,1621,1621800,classificação semântica,atividade
Madeira,madeira,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",85,madeira,C,16,162,1621,1621800,classificação semântica,atividade
Laminada,laminada,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",85,laminada,C,16,162,1621,1621800,classificação semântica,atividade
Laminada,laminada,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",85,laminada,C,16,162,1621,1621800,classificação semântica,atividade
Chapas,chapas,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",85,chapas,C,16,162,1621,1621800,classificação semântica,atividade
Chapas,chapas,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",85,chapas,C,16,162,1621,1621800,classificação semântica,atividade
Compensada,compensada,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",85,compensada,C,16,162,1621,1621800,classificação semântica,atividade
Compensada,compensada,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",85,compensada,C,16,162,1621,1621800,classificação semântica,atividade
Prensada,prensada,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",85,prensada,C,16,162,1621,1621800,classificação semântica,atividade
Prensada,prensada,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",85,prensada,C,16,162,1621,1621800,classificação semântica,atividade
Aglomerada,aglomerada,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",85,aglomerada,C,16,162,1621,1621800,classificação semântica,atividade
Aglomerada,aglomerada,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",85,aglomerada,C,16,162,1621,1621800,classificação semântica,atividade
"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",fabricação de madeira laminada e de chapas de madeira compensada prensada e aglomerada,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",90,descricao_completa,C,16,162,1621,1621800,classificação semântica,palavra_chave
Fabricação de casas de madeira pré-fabricadas,fabricação de casas de madeira préfabricadas,1622601,Fabricação de casas de madeira pré-fabricadas,100,atividades,C,16,162,1622,1622601,descrição oficial,nome_oficial
Casas,casas,1622601,Fabricação de casas de madeira pré-fabricadas,85,casas,C,16,162,1622,1622601,classificação semântica,atividade
Casas,casas,1622601,Fabricação de casas de madeira pré-fabricadas,85,casas,C,16,162,1622,1622601,classificação semântica,atividade
Madeira,madeira,1622601,Fabricação de casas de madeira pré-fabricadas,85,madeira,C,16,162,1622,1622601,classificação semântica,atividade
Madeira,madeira,1622601,Fabricação de casas de madeira pré-fabricadas,85,madeira,C,16,162,1622,1622601,classificação semântica,atividade
Pré,pré,1622601,Fabricação de casas de madeira pré-fabricadas,85,pré,C,16,162,1622,1622601,classificação semântica,atividade
Pre,pre,1622601,Fabricação de casas de madeira pré-fabricadas,85,pré,C,16,162,1622,1622601,classificação semântica,atividade
Fabricadas,fabricadas,1622601,Fabricação de casas de madeira pré-fabricadas,85,fabricadas,C,16,162,1622,1622601,classificação semântica,atividade
Fabricadas,fabricadas,1622601,Fabricação de casas de madeira pré-fabricadas,85,fabricadas,C,16,162,1622,1622601,classificação semântica,atividade
Fabricação de casas de madeira pré-fabricadas,fabricação de casas de madeira préfabricadas,1622601,Fabricação de casas de madeira pré-fabricadas,90,descricao_completa,C,16,162,1622,1622601,classificação semântica,palavra_chave
Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,100,atividades,C,16,162,1622,1622602,descrição oficial,nome_oficial
Esquadrias,esquadrias,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,85,esquadrias,C,16,162,1622,1622602,classificação semântica,atividade
Esquadrias,esquadrias,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,85,esquadrias,C,16,162,1622,1622602,classificação semântica,atividade
Madeira,madeira,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,85,madeira,C,16,162,1622,1622602,classificação semântica,atividade
Madeira,madeira,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,85,madeira,C,16,162,1622,1622602,classificação semântica,atividade
Peças,peças,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,85,peças,C,16,162,1622,1622602,classificação semântica,atividade
Pecas,pecas,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,85,peças,C,16,162,1622,1622602,classificação semântica,atividade
Instalações,instalações,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,85,instalações,C,16,162,1622,1622602,classificação semântica,atividade
Instalacoes,instalacoes,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,85,instalações,C,16,162,1622,1622602,classificação semântica,atividade
Industriais,industriais,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,85,industriais,C,16,162,1622,1622602,classificação semântica,atividade
Industriais,industriais,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,85,industriais,C,16,162,1622,1622602,classificação semântica,atividade
Comerciais,comerciais,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,85,comerciais,C,16,162,1622,1622602,classificação semântica,atividade
Comerciais,comerciais,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,85,comerciais,C,16,162,1622,1622602,classificação semântica,atividade
Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,90,descricao_completa,C,16,162,1622,1622602,classificação semântica,palavra_chave
Fabricação de artefatos de tanoaria e de embalagens de madeira,fabricação de artefatos de tanoaria e de embalagens de madeira,1623400,Fabricação de artefatos de tanoaria e de embalagens de madeira,100,atividades,C,16,162,1623,1623400,descrição oficial,nome_oficial
Artefatos,artefatos,1623400,Fabricação de artefatos de tanoaria e de embalagens de madeira,85,artefatos,C,16,162,1623,1623400,classificação semântica,atividade
Artefatos,artefatos,1623400,Fabricação de artefatos de tanoaria e de embalagens de madeira,85,artefatos,C,16,162,1623,1623400,classificação semântica,atividade
Tanoaria,tanoaria,1623400,Fabricação de artefatos de tanoaria e de embalagens de madeira,85,tanoaria,C,16,162,1623,1623400,classificação semântica,atividade
Tanoaria,tanoaria,1623400,Fabricação de artefatos de tanoaria e de embalagens de madeira,85,tanoaria,C,16,162,1623,1623400,classificação semântica,atividade
Embalagens,embalagens,1623400,Fabricação de artefatos de tanoaria e de embalagens de madeira,85,embalagens,C,16,162,1623,1623400,classificação semântica,atividade
Embalagens,embalagens,1623400,Fabricação de artefatos de tanoaria e de embalagens de madeira,85,embalagens,C,16,162,1623,1623400,classificação semântica,atividade
Madeira,madeira,1623400,Fabricação de artefatos de tanoaria e de embalagens de madeira,85,madeira,C,16,162,1623,1623400,classificação semântica,atividade
Madeira,madeira,1623400,Fabricação de artefatos de tanoaria e de embalagens de madeira,85,madeira,C,16,162,1623,1623400,classificação semântica,atividade
Fabricação de artefatos de tanoaria e de embalagens de madeira,fabricação de artefatos de tanoaria e de embalagens de madeira,1623400,Fabricação de artefatos de tanoaria e de embalagens de madeira,90,descricao_completa,C,16,162,1623,1623400,classificação semântica,palavra_chave
Fabricação de celulose e outras pastas para a fabricação de papel,fabricação de celulose e outras pastas para a fabricação de papel,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,100,atividades,C,17,171,1710,1710900,descrição oficial,nome_oficial
Celulose,celulose,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,85,celulose,C,17,171,1710,1710900,classificação semântica,atividade
Celulose,celulose,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,85,celulose,C,17,171,1710,1710900,classificação semântica,atividade
Outras,outras,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,85,outras,C,17,171,1710,1710900,classificação semântica,atividade
Outras,outras,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,85,outras,C,17,171,1710,1710900,classificação semântica,atividade
Pastas,pastas,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,85,pastas,C,17,171,1710,1710900,classificação semântica,atividade
Pastas,pastas,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,85,pastas,C,17,171,1710,1710900,classificação semântica,atividade
Papel,papel,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,85,papel,C,17,171,1710,1710900,classificação semântica,atividade
Papel,papel,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,85,papel,C,17,171,1710,1710900,classificação semântica,atividade
Fabricação de celulose e outras pastas para a fabricação de papel,fabricação de celulose e outras pastas para a fabricação de papel,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,90,descricao_completa,C,17,171,1710,1710900,classificação semântica,palavra_chave
Fabricação de papel,fabricação de papel,1721400,Fabricação de papel,100,atividades,C,17,172,1721,1721400,descrição oficial,nome_oficial
Papel,papel,1721400,Fabricação de papel,85,papel,C,17,172,1721,1721400,classificação semântica,atividade
Papel,papel,1721400,Fabricação de papel,85,papel,C,17,172,1721,1721400,classificação semântica,atividade
Fabricação de papel,fabricação de papel,1721400,Fabricação de papel,90,descricao_completa,C,17,172,1721,1721400,classificação semântica,palavra_chave
Fabricação de cartolina e papel-cartão,fabricação de cartolina e papelcartão,1722200,Fabricação de cartolina e papel-cartão,100,atividades,C,17,172,1722,1722200,descrição oficial,nome_oficial
Cartolina,cartolina,1722200,Fabricação de cartolina e papel-cartão,85,cartolina,C,17,172,1722,1722200,classificação semântica,atividade
Cartolina,cartolina,1722200,Fabricação de cartolina e papel-cartão,85,cartolina,C,17,172,1722,1722200,classificação semântica,atividade
Papel,papel,1722200,Fabricação de cartolina e papel-cartão,85,papel,C,17,172,1722,1722200,classificação semântica,atividade
Papel,papel,1722200,Fabricação de cartolina e papel-cartão,85,papel,C,17,172,1722,1722200,classificação semântica,atividade
Cartão,cartão,1722200,Fabricação de cartolina e papel-cartão,85,cartão,C,17,172,1722,1722200,classificação semântica,atividade
Cartao,cartao,1722200,Fabricação de cartolina e papel-cartão,85,cartão,C,17,172,1722,1722200,classificação semântica,atividade
Fabricação de cartolina e papel-cartão,fabricação de cartolina e papelcartão,1722200,Fabricação de cartolina e papel-cartão,90,descricao_completa,C,17,172,1722,1722200,classificação semântica,palavra_chave
Fabricação de embalagens de papel,fabricação de embalagens de papel,1731100,Fabricação de embalagens de papel,100,atividades,C,17,173,1731,1731100,descrição oficial,nome_oficial
Embalagens,embalagens,1731100,Fabricação de embalagens de papel,85,embalagens,C,17,173,1731,1731100,classificação semântica,atividade
Embalagens,embalagens,1731100,Fabricação de embalagens de papel,85,embalagens,C,17,173,1731,1731100,classificação semântica,atividade
Papel,papel,1731100,Fabricação de embalagens de papel,85,papel,C,17,173,1731,1731100,classificação semântica,atividade
Papel,papel,1731100,Fabricação de embalagens de papel,85,papel,C,17,173,1731,1731100,classificação semântica,atividade
Fabricação de embalagens de papel,fabricação de embalagens de papel,1731100,Fabricação de embalagens de papel,90,descricao_completa,C,17,173,1731,1731100,classificação semântica,palavra_chave
Fabricação de embalagens de cartolina e papel-cartão,fabricação de embalagens de cartolina e papelcartão,1732000,Fabricação de embalagens de cartolina e papel-cartão,100,atividades,C,17,173,1732,1732000,descrição oficial,nome_oficial
Embalagens,embalagens,1732000,Fabricação de embalagens de cartolina e papel-cartão,85,embalagens,C,17,173,1732,1732000,classificação semântica,atividade
Embalagens,embalagens,1732000,Fabricação de embalagens de cartolina e papel-cartão,85,embalagens,C,17,173,1732,1732000,classificação semântica,atividade
Cartolina,cartolina,1732000,Fabricação de embalagens de cartolina e papel-cartão,85,cartolina,C,17,173,1732,1732000,classificação semântica,atividade
Cartolina,cartolina,1732000,Fabricação de embalagens de cartolina e papel-cartão,85,cartolina,C,17,173,1732,1732000,classificação semântica,atividade
Papel,papel,1732000,Fabricação de embalagens de cartolina e papel-cartão,85,papel,C,17,173,1732,1732000,classificação semântica,atividade
Papel,papel,1732000,Fabricação de embalagens de cartolina e papel-cartão,85,papel,C,17,173,1732,1732000,classificação semântica,atividade
Cartão,cartão,1732000,Fabricação de embalagens de cartolina e papel-cartão,85,cartão,C,17,173,1732,1732000,classificação semântica,atividade
Cartao,cartao,1732000,Fabricação de embalagens de cartolina e papel-cartão,85,cartão,C,17,173,1732,1732000,classificação semântica,atividade
Fabricação de embalagens de cartolina e papel-cartão,fabricação de embalagens de cartolina e papelcartão,1732000,Fabricação de embalagens de cartolina e papel-cartão,90,descricao_completa,C,17,173,1732,1732000,classificação semântica,palavra_chave
Fabricação de chapas e de embalagens de papelão ondulado,fabricação de chapas e de embalagens de papelão ondulado,1733800,Fabricação de chapas e de embalagens de papelão ondulado,100,atividades,C,17,173,1733,1733800,descrição oficial,nome_oficial
Chapas,chapas,1733800,Fabricação de chapas e de embalagens de papelão ondulado,85,chapas,C,17,173,1733,1733800,classificação semântica,atividade
Chapas,chapas,1733800,Fabricação de chapas e de embalagens de papelão ondulado,85,chapas,C,17,173,1733,1733800,classificação semântica,atividade
Embalagens,embalagens,1733800,Fabricação de chapas e de embalagens de papelão ondulado,85,embalagens,C,17,173,1733,1733800,classificação semântica,atividade
Embalagens,embalagens,1733800,Fabricação de chapas e de embalagens de papelão ondulado,85,embalagens,C,17,173,1733,1733800,classificação semântica,atividade
Papelão,papelão,1733800,Fabricação de chapas e de embalagens de papelão ondulado,85,papelão,C,17,173,1733,1733800,classificação semântica,atividade
Papelao,papelao,1733800,Fabricação de chapas e de embalagens de papelão ondulado,85,papelão,C,17,173,1733,1733800,classificação semântica,atividade
Ondulado,ondulado,1733800,Fabricação de chapas e de embalagens de papelão ondulado,85,ondulado,C,17,173,1733,1733800,classificação semântica,atividade
Ondulado,ondulado,1733800,Fabricação de chapas e de embalagens de papelão ondulado,85,ondulado,C,17,173,1733,1733800,classificação semântica,atividade
Fabricação de chapas e de embalagens de papelão ondulado,fabricação de chapas e de embalagens de papelão ondulado,1733800,Fabricação de chapas e de embalagens de papelão ondulado,90,descricao_completa,C,17,173,1733,1733800,classificação semântica,palavra_chave
Impressão de jornais,impressão de jornais,1811301,Impressão de jornais,100,atividades,C,18,181,1811,1811301,descrição oficial,nome_oficial
Impressão,impressão,1811301,Impressão de jornais,85,impressão,C,18,181,1811,1811301,classificação semântica,atividade
Impressao,impressao,1811301,Impressão de jornais,85,impressão,C,18,181,1811,1811301,classificação semântica,atividade
Jornais,jornais,1811301,Impressão de jornais,85,jornais,C,18,181,1811,1811301,classificação semântica,atividade
Jornais,jornais,1811301,Impressão de jornais,85,jornais,C,18,181,1811,1811301,classificação semântica,atividade
Impressão de jornais,impressão de jornais,1811301,Impressão de jornais,90,descricao_completa,C,18,181,1811,1811301,classificação semântica,palavra_chave
"Impressão de livros, revistas e outras publicações periódicas",impressão de livros revistas e outras publicações periódicas,1811302,"Impressão de livros, revistas e outras publicações periódicas",100,atividades,C,18,181,1811,1811302,descrição oficial,nome_oficial
Impressão,impressão,1811302,"Impressão de livros, revistas e outras publicações periódicas",85,impressão,C,18,181,1811,1811302,classificação semântica,atividade
Impressao,impressao,1811302,"Impressão de livros, revistas e outras publicações periódicas",85,impressão,C,18,181,1811,1811302,classificação semântica,atividade
Livros,livros,1811302,"Impressão de livros, revistas e outras publicações periódicas",85,livros,C,18,181,1811,1811302,classificação semântica,atividade
Livros,livros,1811302,"Impressão de livros, revistas e outras publicações periódicas",85,livros,C,18,181,1811,1811302,classificação semântica,atividade
Revistas,revistas,1811302,"Impressão de livros, revistas e outras publicações periódicas",85,revistas,C,18,181,1811,1811302,classificação semântica,atividade
Revistas,revistas,1811302,"Impressão de livros, revistas e outras publicações periódicas",85,revistas,C,18,181,1811,1811302,classificação semântica,atividade
Outras,outras,1811302,"Impressão de livros, revistas e outras publicações periódicas",85,outras,C,18,181,1811,1811302,classificação semântica,atividade
Outras,outras,1811302,"Impressão de livros, revistas e outras publicações periódicas",85,outras,C,18,181,1811,1811302,classificação semântica,atividade
Publicações,publicações,1811302,"Impressão de livros, revistas e outras publicações periódicas",85,publicações,C,18,181,1811,1811302,classificação semântica,atividade
Publicacoes,publicacoes,1811302,"Impressão de livros, revistas e outras publicações periódicas",85,publicações,C,18,181,1811,1811302,classificação semântica,atividade
Periódicas,periódicas,1811302,"Impressão de livros, revistas e outras publicações periódicas",85,periódicas,C,18,181,1811,1811302,classificação semântica,atividade
Periodicas,periodicas,1811302,"Impressão de livros, revistas e outras publicações periódicas",85,periódicas,C,18,181,1811,1811302,classificação semântica,atividade
"Impressão de livros, revistas e outras publicações periódicas",impressão de livros revistas e outras publicações periódicas,1811302,"Impressão de livros, revistas e outras publicações periódicas",90,descricao_completa,C,18,181,1811,1811302,classificação semântica,palavra_chave
"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",impressão de material de uso comercial e outros materiais gráficos exceto papelaria embalagens jornais e livros,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",100,atividades,C,18,181,1811,1811303,descrição oficial,nome_oficial
Impressão,impressão,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,impressão,C,18,181,1811,1811303,classificação semântica,atividade
Impressao,impressao,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,impressão,C,18,181,1811,1811303,classificação semântica,atividade
Material,material,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,material,C,18,181,1811,1811303,classificação semântica,atividade
Material,material,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,material,C,18,181,1811,1811303,classificação semântica,atividade
Uso,uso,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,uso,C,18,181,1811,1811303,classificação semântica,atividade
Uso,uso,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,uso,C,18,181,1811,1811303,classificação semântica,atividade
Comercial,comercial,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,comercial,C,18,181,1811,1811303,classificação semântica,atividade
Comercial,comercial,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,comercial,C,18,181,1811,1811303,classificação semântica,atividade
Outros,outros,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,outros,C,18,181,1811,1811303,classificação semântica,atividade
Outros,outros,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,outros,C,18,181,1811,1811303,classificação semântica,atividade
Materiais,materiais,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,materiais,C,18,181,1811,1811303,classificação semântica,atividade
Materiais,materiais,1811303,"Impressão de material de uso comercial e outros materiais gráficos, exceto papelaria, embalagens, jornais e livros",85,materiais,C,18,181,1811,1811303,classificação semântica,atividade
