termo,termo_normalizado,codigo_cnae,descricao,relevancia,categoria,secao,divisao,grupo,classe,subclasse,origem,tipo
Cinematográfica,cinematográfica,5914700,Atividades de exibição cinematográfica,85,cinematográfica,J,59,591,5914,5914700,classificação semântica,atividade
Cinematografica,cinematografica,5914700,Atividades de exibição cinematográfica,85,cinematográfica,J,59,591,5914,5914700,classificação semântica,atividade
Atividades de exibição cinematográfica,atividades de exibição cinematográfica,5914700,Atividades de exibição cinematográfica,90,descricao_completa,J,59,591,5914,5914700,classificação semântica,palavra_chave
Atividades de rádio,atividades de rádio,6010100,Atividades de rádio,100,atividades,J,60,601,6010,6010100,descrição oficial,nome_oficial
Rádio,rádio,6010100,Atividades de rádio,85,rádio,J,60,601,6010,6010100,classificação semântica,atividade
Radio,radio,6010100,Atividades de rádio,85,rádio,J,60,601,6010,6010100,classificação semântica,atividade
Atividades de rádio,atividades de rádio,6010100,Atividades de rádio,90,descricao_completa,J,60,601,6010,6010100,classificação semântica,palavra_chave
Atividades de televisão aberta,atividades de televisão aberta,6021700,Atividades de televisão aberta,100,atividades,J,60,602,6021,6021700,descrição oficial,nome_oficial
Televisão,televisão,6021700,Atividades de televisão aberta,85,televisão,J,60,602,6021,6021700,classificação semântica,atividade
Televisao,televisao,6021700,Atividades de televisão aberta,85,televisão,J,60,602,6021,6021700,classificação semântica,atividade
Aberta,aberta,6021700,Atividades de televisão aberta,85,aberta,J,60,602,6021,6021700,classificação semântica,atividade
Aberta,aberta,6021700,Atividades de televisão aberta,85,aberta,J,60,602,6021,6021700,classificação semântica,atividade
Atividades de televisão aberta,atividades de televisão aberta,6021700,Atividades de televisão aberta,90,descricao_completa,J,60,602,6021,6021700,classificação semântica,palavra_chave
Programadoras e atividades de televisão por assinatura por cabo,programadoras e atividades de televisão por assinatura por cabo,6022501,Programadoras e atividades de televisão por assinatura por cabo,100,atividades,J,60,602,6022,6022501,descrição oficial,nome_oficial
Programadoras,programadoras,6022501,Programadoras e atividades de televisão por assinatura por cabo,85,programadoras,J,60,602,6022,6022501,classificação semântica,atividade
Programadoras,programadoras,6022501,Programadoras e atividades de televisão por assinatura por cabo,85,programadoras,J,60,602,6022,6022501,classificação semântica,atividade
Televisão,televisão,6022501,Programadoras e atividades de televisão por assinatura por cabo,85,televisão,J,60,602,6022,6022501,classificação semântica,atividade
Televisao,televisao,6022501,Programadoras e atividades de televisão por assinatura por cabo,85,televisão,J,60,602,6022,6022501,classificação semântica,atividade
Assinatura,assinatura,6022501,Programadoras e atividades de televisão por assinatura por cabo,85,assinatura,J,60,602,6022,6022501,classificação semântica,atividade
Assinatura,assinatura,6022501,Programadoras e atividades de televisão por assinatura por cabo,85,assinatura,J,60,602,6022,6022501,classificação semântica,atividade
Cabo,cabo,6022501,Programadoras e atividades de televisão por assinatura por cabo,85,cabo,J,60,602,6022,6022501,classificação semântica,atividade
Cabo,cabo,6022501,Programadoras e atividades de televisão por assinatura por cabo,85,cabo,J,60,602,6022,6022501,classificação semântica,atividade
Programadoras e atividades de televisão por assinatura por cabo,programadoras e atividades de televisão por assinatura por cabo,6022501,Programadoras e atividades de televisão por assinatura por cabo,90,descricao_completa,J,60,602,6022,6022501,classificação semântica,palavra_chave
"Atividades relacionadas à televisão por assinatura, exceto programadoras",atividades relacionadas à televisão por assinatura exceto programadoras,6022502,"Atividades relacionadas à televisão por assinatura, exceto programadoras",100,atividades,J,60,602,6022,6022502,descrição oficial,nome_oficial
Relacionadas,relacionadas,6022502,"Atividades relacionadas à televisão por assinatura, exceto programadoras",85,relacionadas,J,60,602,6022,6022502,classificação semântica,atividade
Relacionadas,relacionadas,6022502,"Atividades relacionadas à televisão por assinatura, exceto programadoras",85,relacionadas,J,60,602,6022,6022502,classificação semântica,atividade
Televisão,televisão,6022502,"Atividades relacionadas à televisão por assinatura, exceto programadoras",85,televisão,J,60,602,6022,6022502,classificação semântica,atividade
Televisao,televisao,6022502,"Atividades relacionadas à televisão por assinatura, exceto programadoras",85,televisão,J,60,602,6022,6022502,classificação semântica,atividade
Assinatura,assinatura,6022502,"Atividades relacionadas à televisão por assinatura, exceto programadoras",85,assinatura,J,60,602,6022,6022502,classificação semântica,atividade
