termo,codigo_cnae,descricao_cnae,secao,divisao,grupo,classe,tipo,relevancia,data_criacao
coelhos,4633803,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,G,46,463,4633,palavra-chave,85,2026-07-28 11:54:10
pequenos,4633803,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,G,46,463,4633,palavra-chave,85,2026-07-28 11:54:10
animais,4633803,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,G,46,463,4633,palavra-chave,85,2026-07-28 11:54:10
venda,4633803,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,G,46,463,4633,sinônimo,70,2026-07-28 11:54:10
negócio,4633803,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,G,46,463,4633,sinônimo,70,2026-07-28 11:54:10
Comércio atacadista de carnes bovinas e suínas e derivados,4634601,Comércio atacadista de carnes bovinas e suínas e derivados,G,46,463,4634,descricao-oficial,100,2026-07-28 11:54:10
comércio,4634601,Comércio atacadista de carnes bovinas e suínas e derivados,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
atacadista,4634601,Comércio atacadista de carnes bovinas e suínas e derivados,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
carnes,4634601,Comércio atacadista de carnes bovinas e suínas e derivados,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
bovinas,4634601,Comércio atacadista de carnes bovinas e suínas e derivados,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
suínas,4634601,Comércio atacadista de carnes bovinas e suínas e derivados,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
venda,4634601,Comércio atacadista de carnes bovinas e suínas e derivados,G,46,463,4634,sinônimo,70,2026-07-28 11:54:10
negócio,4634601,Comércio atacadista de carnes bovinas e suínas e derivados,G,46,463,4634,sinônimo,70,2026-07-28 11:54:10
Comércio atacadista de aves abatidas e derivados,4634602,Comércio atacadista de aves abatidas e derivados,G,46,463,4634,descricao-oficial,100,2026-07-28 11:54:10
comércio,4634602,Comércio atacadista de aves abatidas e derivados,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
atacadista,4634602,Comércio atacadista de aves abatidas e derivados,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
aves,4634602,Comércio atacadista de aves abatidas e derivados,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
abatidas,4634602,Comércio atacadista de aves abatidas e derivados,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
derivados,4634602,Comércio atacadista de aves abatidas e derivados,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
venda,4634602,Comércio atacadista de aves abatidas e derivados,G,46,463,4634,sinônimo,70,2026-07-28 11:54:10
negócio,4634602,Comércio atacadista de aves abatidas e derivados,G,46,463,4634,sinônimo,70,2026-07-28 11:54:10
Comércio atacadista de pescados e frutos do mar,4634603,Comércio atacadista de pescados e frutos do mar,G,46,463,4634,descricao-oficial,100,2026-07-28 11:54:10
comércio,4634603,Comércio atacadista de pescados e frutos do mar,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
atacadista,4634603,Comércio atacadista de pescados e frutos do mar,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
pescados,4634603,Comércio atacadista de pescados e frutos do mar,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
frutos,4634603,Comércio atacadista de pescados e frutos do mar,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
venda,4634603,Comércio atacadista de pescados e frutos do mar,G,46,463,4634,sinônimo,70,2026-07-28 11:54:10
negócio,4634603,Comércio atacadista de pescados e frutos do mar,G,46,463,4634,sinônimo,70,2026-07-28 11:54:10
Comércio atacadista de carnes e derivados de outros animais,4634699,Comércio atacadista de carnes e derivados de outros animais,G,46,463,4634,descricao-oficial,100,2026-07-28 11:54:10
comércio,4634699,Comércio atacadista de carnes e derivados de outros animais,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
atacadista,4634699,Comércio atacadista de carnes e derivados de outros animais,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
carnes,4634699,Comércio atacadista de carnes e derivados de outros animais,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
derivados,4634699,Comércio atacadista de carnes e derivados de outros animais,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
animais,4634699,Comércio atacadista de carnes e derivados de outros animais,G,46,463,4634,palavra-chave,85,2026-07-28 11:54:10
venda,4634699,Comércio atacadista de carnes e derivados de outros animais,G,46,463,4634,sinônimo,70,2026-07-28 11:54:10
negócio,4634699,Comércio atacadista de carnes e derivados de outros animais,G,46,463,4634,sinônimo,70,2026-07-28 11:54:10
Comércio atacadista de água mineral,4635401,Comércio atacadista de água mineral,G,46,463,4635,descricao-oficial,100,2026-07-28 11:54:10
comércio,4635401,Comércio atacadista de água mineral,G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
atacadista,4635401,Comércio atacadista de água mineral,G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
água,4635401,Comércio atacadista de água mineral,G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
mineral,4635401,Comércio atacadista de água mineral,G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
venda,4635401,Comércio atacadista de água mineral,G,46,463,4635,sinônimo,70,2026-07-28 11:54:10
negócio,4635401,Comércio atacadista de água mineral,G,46,463,4635,sinônimo,70,2026-07-28 11:54:10
"Comércio atacadista de cerveja, chope e refrigerante",4635402,"Comércio atacadista de cerveja, chope e refrigerante",G,46,463,4635,descricao-oficial,100,2026-07-28 11:54:10
comércio,4635402,"Comércio atacadista de cerveja, chope e refrigerante",G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
atacadista,4635402,"Comércio atacadista de cerveja, chope e refrigerante",G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
"cerveja,",4635402,"Comércio atacadista de cerveja, chope e refrigerante",G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
chope,4635402,"Comércio atacadista de cerveja, chope e refrigerante",G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
refrigerante,4635402,"Comércio atacadista de cerveja, chope e refrigerante",G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
venda,4635402,"Comércio atacadista de cerveja, chope e refrigerante",G,46,463,4635,sinônimo,70,2026-07-28 11:54:10
negócio,4635402,"Comércio atacadista de cerveja, chope e refrigerante",G,46,463,4635,sinônimo,70,2026-07-28 11:54:10
Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,4635403,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,G,46,463,4635,descricao-oficial,100,2026-07-28 11:54:10
comércio,4635403,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
atacadista,4635403,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
bebidas,4635403,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
atividade,4635403,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
fracionamento,4635403,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
venda,4635403,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,G,46,463,4635,sinônimo,70,2026-07-28 11:54:10
negócio,4635403,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,G,46,463,4635,sinônimo,70,2026-07-28 11:54:10
Comércio atacadista de bebidas não especificadas anteriormente,4635499,Comércio atacadista de bebidas não especificadas anteriormente,G,46,463,4635,descricao-oficial,100,2026-07-28 11:54:10
comércio,4635499,Comércio atacadista de bebidas não especificadas anteriormente,G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
atacadista,4635499,Comércio atacadista de bebidas não especificadas anteriormente,G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
bebidas,4635499,Comércio atacadista de bebidas não especificadas anteriormente,G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
especificadas,4635499,Comércio atacadista de bebidas não especificadas anteriormente,G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
anteriormente,4635499,Comércio atacadista de bebidas não especificadas anteriormente,G,46,463,4635,palavra-chave,85,2026-07-28 11:54:10
venda,4635499,Comércio atacadista de bebidas não especificadas anteriormente,G,46,463,4635,sinônimo,70,2026-07-28 11:54:10
negócio,4635499,Comércio atacadista de bebidas não especificadas anteriormente,G,46,463,4635,sinônimo,70,2026-07-28 11:54:10
Comércio atacadista de fumo beneficiado,4636201,Comércio atacadista de fumo beneficiado,G,46,463,4636,descricao-oficial,100,2026-07-28 11:54:10
comércio,4636201,Comércio atacadista de fumo beneficiado,G,46,463,4636,palavra-chave,85,2026-07-28 11:54:10
atacadista,4636201,Comércio atacadista de fumo beneficiado,G,46,463,4636,palavra-chave,85,2026-07-28 11:54:10
fumo,4636201,Comércio atacadista de fumo beneficiado,G,46,463,4636,palavra-chave,85,2026-07-28 11:54:10
beneficiado,4636201,Comércio atacadista de fumo beneficiado,G,46,463,4636,palavra-chave,85,2026-07-28 11:54:10
venda,4636201,Comércio atacadista de fumo beneficiado,G,46,463,4636,sinônimo,70,2026-07-28 11:54:10
negócio,4636201,Comércio atacadista de fumo beneficiado,G,46,463,4636,sinônimo,70,2026-07-28 11:54:10
"Comércio atacadista de cigarros, cigarrilhas e charutos",4636202,"Comércio atacadista de cigarros, cigarrilhas e charutos",G,46,463,4636,descricao-oficial,100,2026-07-28 11:54:10
comércio,4636202,"Comércio atacadista de cigarros, cigarrilhas e charutos",G,46,463,4636,palavra-chave,85,2026-07-28 11:54:10
atacadista,4636202,"Comércio atacadista de cigarros, cigarrilhas e charutos",G,46,463,4636,palavra-chave,85,2026-07-28 11:54:10
"cigarros,",4636202,"Comércio atacadista de cigarros, cigarrilhas e charutos",G,46,463,4636,palavra-chave,85,2026-07-28 11:54:10
cigarrilhas,4636202,"Comércio atacadista de cigarros, cigarrilhas e charutos",G,46,463,4636,palavra-chave,85,2026-07-28 11:54:10
charutos,4636202,"Comércio atacadista de cigarros, cigarrilhas e charutos",G,46,463,4636,palavra-chave,85,2026-07-28 11:54:10
venda,4636202,"Comércio atacadista de cigarros, cigarrilhas e charutos",G,46,463,4636,sinônimo,70,2026-07-28 11:54:10
negócio,4636202,"Comércio atacadista de cigarros, cigarrilhas e charutos",G,46,463,4636,sinônimo,70,2026-07-28 11:54:10
"Comércio atacadista de café torrado, moído e solúvel",4637101,"Comércio atacadista de café torrado, moído e solúvel",G,46,463,4637,descricao-oficial,100,2026-07-28 11:54:10
comércio,4637101,"Comércio atacadista de café torrado, moído e solúvel",G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
atacadista,4637101,"Comércio atacadista de café torrado, moído e solúvel",G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
café,4637101,"Comércio atacadista de café torrado, moído e solúvel",G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
"torrado,",4637101,"Comércio atacadista de café torrado, moído e solúvel",G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
moído,4637101,"Comércio atacadista de café torrado, moído e solúvel",G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
venda,4637101,"Comércio atacadista de café torrado, moído e solúvel",G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
negócio,4637101,"Comércio atacadista de café torrado, moído e solúvel",G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
Comércio atacadista de açúcar,4637102,Comércio atacadista de açúcar,G,46,463,4637,descricao-oficial,100,2026-07-28 11:54:10
comércio,4637102,Comércio atacadista de açúcar,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
atacadista,4637102,Comércio atacadista de açúcar,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
açúcar,4637102,Comércio atacadista de açúcar,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
venda,4637102,Comércio atacadista de açúcar,G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
negócio,4637102,Comércio atacadista de açúcar,G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
Comércio atacadista de óleos e gorduras,4637103,Comércio atacadista de óleos e gorduras,G,46,463,4637,descricao-oficial,100,2026-07-28 11:54:10
comércio,4637103,Comércio atacadista de óleos e gorduras,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
atacadista,4637103,Comércio atacadista de óleos e gorduras,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
óleos,4637103,Comércio atacadista de óleos e gorduras,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
gorduras,4637103,Comércio atacadista de óleos e gorduras,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
venda,4637103,Comércio atacadista de óleos e gorduras,G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
negócio,4637103,Comércio atacadista de óleos e gorduras,G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
"Comércio atacadista de pães, bolos, biscoitos e similares",4637104,"Comércio atacadista de pães, bolos, biscoitos e similares",G,46,463,4637,descricao-oficial,100,2026-07-28 11:54:10
comércio,4637104,"Comércio atacadista de pães, bolos, biscoitos e similares",G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
atacadista,4637104,"Comércio atacadista de pães, bolos, biscoitos e similares",G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
"pães,",4637104,"Comércio atacadista de pães, bolos, biscoitos e similares",G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
"bolos,",4637104,"Comércio atacadista de pães, bolos, biscoitos e similares",G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
biscoitos,4637104,"Comércio atacadista de pães, bolos, biscoitos e similares",G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
venda,4637104,"Comércio atacadista de pães, bolos, biscoitos e similares",G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
negócio,4637104,"Comércio atacadista de pães, bolos, biscoitos e similares",G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
Comércio atacadista de massas alimentícias,4637105,Comércio atacadista de massas alimentícias,G,46,463,4637,descricao-oficial,100,2026-07-28 11:54:10
comércio,4637105,Comércio atacadista de massas alimentícias,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
atacadista,4637105,Comércio atacadista de massas alimentícias,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
massas,4637105,Comércio atacadista de massas alimentícias,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
alimentícias,4637105,Comércio atacadista de massas alimentícias,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
venda,4637105,Comércio atacadista de massas alimentícias,G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
negócio,4637105,Comércio atacadista de massas alimentícias,G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
Comércio atacadista de sorvetes,4637106,Comércio atacadista de sorvetes,G,46,463,4637,descricao-oficial,100,2026-07-28 11:54:10
comércio,4637106,Comércio atacadista de sorvetes,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
atacadista,4637106,Comércio atacadista de sorvetes,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
sorvetes,4637106,Comércio atacadista de sorvetes,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
venda,4637106,Comércio atacadista de sorvetes,G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
negócio,4637106,Comércio atacadista de sorvetes,G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",4637107,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",G,46,463,4637,descricao-oficial,100,2026-07-28 11:54:10
comércio,4637107,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
atacadista,4637107,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
"chocolates,",4637107,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
"confeitos,",4637107,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
"balas,",4637107,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
venda,4637107,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
negócio,4637107,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,G,46,463,4637,descricao-oficial,100,2026-07-28 11:54:10
comércio,4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
atacadista,4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
especializado,4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
produtos,4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
alimentícios,4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,G,46,463,4637,palavra-chave,85,2026-07-28 11:54:10
venda,4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
negócio,4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,G,46,463,4637,sinônimo,70,2026-07-28 11:54:10
Comércio atacadista de produtos alimentícios em geral,4639701,Comércio atacadista de produtos alimentícios em geral,G,46,463,4639,descricao-oficial,100,2026-07-28 11:54:10
comércio,4639701,Comércio atacadista de produtos alimentícios em geral,G,46,463,4639,palavra-chave,85,2026-07-28 11:54:10
atacadista,4639701,Comércio atacadista de produtos alimentícios em geral,G,46,463,4639,palavra-chave,85,2026-07-28 11:54:10
produtos,4639701,Comércio atacadista de produtos alimentícios em geral,G,46,463,4639,palavra-chave,85,2026-07-28 11:54:10
alimentícios,4639701,Comércio atacadista de produtos alimentícios em geral,G,46,463,4639,palavra-chave,85,2026-07-28 11:54:10
geral,4639701,Comércio atacadista de produtos alimentícios em geral,G,46,463,4639,palavra-chave,85,2026-07-28 11:54:10
venda,4639701,Comércio atacadista de produtos alimentícios em geral,G,46,463,4639,sinônimo,70,2026-07-28 11:54:10
negócio,4639701,Comércio atacadista de produtos alimentícios em geral,G,46,463,4639,sinônimo,70,2026-07-28 11:54:10
"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",4639702,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",G,46,463,4639,descricao-oficial,100,2026-07-28 11:54:10
comércio,4639702,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",G,46,463,4639,palavra-chave,85,2026-07-28 11:54:10
atacadista,4639702,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",G,46,463,4639,palavra-chave,85,2026-07-28 11:54:10
produtos,4639702,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",G,46,463,4639,palavra-chave,85,2026-07-28 11:54:10
alimentícios,4639702,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",G,46,463,4639,palavra-chave,85,2026-07-28 11:54:10
"geral,",4639702,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",G,46,463,4639,palavra-chave,85,2026-07-28 11:54:10
venda,4639702,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",G,46,463,4639,sinônimo,70,2026-07-28 11:54:10
negócio,4639702,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",G,46,463,4639,sinônimo,70,2026-07-28 11:54:10
Comércio varejista de combustíveis para veículos automotores,4731800,Comércio varejista de combustíveis para veículos automotores,G,47,473,4731,descricao-oficial,100,2026-07-28 11:54:10
comércio,4731800,Comércio varejista de combustíveis para veículos automotores,G,47,473,4731,palavra-chave,85,2026-07-28 11:54:10
varejista,4731800,Comércio varejista de combustíveis para veículos automotores,G,47,473,4731,palavra-chave,85,2026-07-28 11:54:10
combustíveis,4731800,Comércio varejista de combustíveis para veículos automotores,G,47,473,4731,palavra-chave,85,2026-07-28 11:54:10
veículos,4731800,Comércio varejista de combustíveis para veículos automotores,G,47,473,4731,palavra-chave,85,2026-07-28 11:54:10
automotores,4731800,Comércio varejista de combustíveis para veículos automotores,G,47,473,4731,palavra-chave,85,2026-07-28 11:54:10
venda,4731800,Comércio varejista de combustíveis para veículos automotores,G,47,473,4731,sinônimo,70,2026-07-28 11:54:10
negócio,4731800,Comércio varejista de combustíveis para veículos automotores,G,47,473,4731,sinônimo,70,2026-07-28 11:54:10
Comércio varejista de lubrificantes,4732600,Comércio varejista de lubrificantes,G,47,473,4732,descricao-oficial,100,2026-07-28 11:54:10
comércio,4732600,Comércio varejista de lubrificantes,G,47,473,4732,palavra-chave,85,2026-07-28 11:54:10
varejista,4732600,Comércio varejista de lubrificantes,G,47,473,4732,palavra-chave,85,2026-07-28 11:54:10
lubrificantes,4732600,Comércio varejista de lubrificantes,G,47,473,4732,palavra-chave,85,2026-07-28 11:54:10
venda,4732600,Comércio varejista de lubrificantes,G,47,473,4732,sinônimo,70,2026-07-28 11:54:10
negócio,4732600,Comércio varejista de lubrificantes,G,47,473,4732,sinônimo,70,2026-07-28 11:54:10
Comércio varejista de tintas e materiais para pintura,4741500,Comércio varejista de tintas e materiais para pintura,G,47,474,4741,descricao-oficial,100,2026-07-28 11:54:10
comércio,4741500,Comércio varejista de tintas e materiais para pintura,G,47,474,4741,palavra-chave,85,2026-07-28 11:54:10
varejista,4741500,Comércio varejista de tintas e materiais para pintura,G,47,474,4741,palavra-chave,85,2026-07-28 11:54:10
tintas,4741500,Comércio varejista de tintas e materiais para pintura,G,47,474,4741,palavra-chave,85,2026-07-28 11:54:10
materiais,4741500,Comércio varejista de tintas e materiais para pintura,G,47,474,4741,palavra-chave,85,2026-07-28 11:54:10
pintura,4741500,Comércio varejista de tintas e materiais para pintura,G,47,474,4741,palavra-chave,85,2026-07-28 11:54:10
venda,4741500,Comércio varejista de tintas e materiais para pintura,G,47,474,4741,sinônimo,70,2026-07-28 11:54:10
negócio,4741500,Comércio varejista de tintas e materiais para pintura,G,47,474,4741,sinônimo,70,2026-07-28 11:54:10
Comércio varejista de material elétrico,4742300,Comércio varejista de material elétrico,G,47,474,4742,descricao-oficial,100,2026-07-28 11:54:10
comércio,4742300,Comércio varejista de material elétrico,G,47,474,4742,palavra-chave,85,2026-07-28 11:54:10
varejista,4742300,Comércio varejista de material elétrico,G,47,474,4742,palavra-chave,85,2026-07-28 11:54:10
material,4742300,Comércio varejista de material elétrico,G,47,474,4742,palavra-chave,85,2026-07-28 11:54:10
elétrico,4742300,Comércio varejista de material elétrico,G,47,474,4742,palavra-chave,85,2026-07-28 11:54:10
venda,4742300,Comércio varejista de material elétrico,G,47,474,4742,sinônimo,70,2026-07-28 11:54:10
negócio,4742300,Comércio varejista de material elétrico,G,47,474,4742,sinônimo,70,2026-07-28 11:54:10
Comércio varejista de vidros,4743100,Comércio varejista de vidros,G,47,474,4743,descricao-oficial,100,2026-07-28 11:54:10
comércio,4743100,Comércio varejista de vidros,G,47,474,4743,palavra-chave,85,2026-07-28 11:54:10
varejista,4743100,Comércio varejista de vidros,G,47,474,4743,palavra-chave,85,2026-07-28 11:54:10
vidros,4743100,Comércio varejista de vidros,G,47,474,4743,palavra-chave,85,2026-07-28 11:54:10
venda,4743100,Comércio varejista de vidros,G,47,474,4743,sinônimo,70,2026-07-28 11:54:10
negócio,4743100,Comércio varejista de vidros,G,47,474,4743,sinônimo,70,2026-07-28 11:54:10
Comércio varejista de ferragens e ferramentas,4744001,Comércio varejista de ferragens e ferramentas,G,47,474,4744,descricao-oficial,100,2026-07-28 11:54:10
comércio,4744001,Comércio varejista de ferragens e ferramentas,G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
varejista,4744001,Comércio varejista de ferragens e ferramentas,G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
ferragens,4744001,Comércio varejista de ferragens e ferramentas,G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
ferramentas,4744001,Comércio varejista de ferragens e ferramentas,G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
venda,4744001,Comércio varejista de ferragens e ferramentas,G,47,474,4744,sinônimo,70,2026-07-28 11:54:10
negócio,4744001,Comércio varejista de ferragens e ferramentas,G,47,474,4744,sinônimo,70,2026-07-28 11:54:10
Comércio varejista de madeira e artefatos,4744002,Comércio varejista de madeira e artefatos,G,47,474,4744,descricao-oficial,100,2026-07-28 11:54:10
comércio,4744002,Comércio varejista de madeira e artefatos,G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
varejista,4744002,Comércio varejista de madeira e artefatos,G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
madeira,4744002,Comércio varejista de madeira e artefatos,G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
artefatos,4744002,Comércio varejista de madeira e artefatos,G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
venda,4744002,Comércio varejista de madeira e artefatos,G,47,474,4744,sinônimo,70,2026-07-28 11:54:10
negócio,4744002,Comércio varejista de madeira e artefatos,G,47,474,4744,sinônimo,70,2026-07-28 11:54:10
Comércio varejista de materiais hidráulicos,4744003,Comércio varejista de materiais hidráulicos,G,47,474,4744,descricao-oficial,100,2026-07-28 11:54:10
comércio,4744003,Comércio varejista de materiais hidráulicos,G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
varejista,4744003,Comércio varejista de materiais hidráulicos,G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
materiais,4744003,Comércio varejista de materiais hidráulicos,G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
hidráulicos,4744003,Comércio varejista de materiais hidráulicos,G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
venda,4744003,Comércio varejista de materiais hidráulicos,G,47,474,4744,sinônimo,70,2026-07-28 11:54:10
negócio,4744003,Comércio varejista de materiais hidráulicos,G,47,474,4744,sinônimo,70,2026-07-28 11:54:10
"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",G,47,474,4744,descricao-oficial,100,2026-07-28 11:54:10
comércio,4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
varejista,4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
"cal,",4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
"areia,",4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
pedra,4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",G,47,474,4744,palavra-chave,85,2026-07-28 11:54:10
